Local,Preço,Área,Quartos,Banheiros,Vagas,Link
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 30.000/mêsCond. R$ 4.390 • IPTU R$ 1.015,Tamanho do imóvel 241 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-241m2-id-2820211416/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 50.000/mês,Tamanho do imóvel 307 m²,Quantidade de quartos 4,Quantidade de banheiros 6,Quantidade de vagas de garagem 5,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-academia-barra-da-tijuca-rio-de-janeiro-307m2-id-2736532320/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 23.990/mês,Tamanho do imóvel 146 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-leblon-rio-de-janeiro-146m2-id-2808086899/?source=ranking%2Crp
"Apartamento para alugar em Leme, Rio de Janeiro",R$ 9.000/mêsCond. R$ 1.008 • IPTU R$ 382,Tamanho do imóvel 120 m²,Quantidade de quartos 3,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-infraestrutura-internet-leme-rio-de-janeiro-120m2-id-2821673781/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 12.000/mêsCond. R$ 2.800 • IPTU R$ 892,Tamanho do imóvel 152 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-interfone-ipanema-rio-de-janeiro-152m2-id-2824342381/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 25.000/mêsCond. R$ 5.000 • IPTU R$ 2.000,Tamanho do imóvel 200 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-leblon-rio-de-janeiro-200m2-id-2798256619/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 14.000/mêsCond. R$ 2.314 • IPTU R$ 1.368,Tamanho do imóvel 160 m²,Quantidade de quartos 3,Quantidade de banheiros 4-5,Quantidade de vagas de garagem 3,
"Apartamento para alugar em Catete, Rio de Janeiro",R$ 2.000/mêsCond. R$ 300,Tamanho do imóvel 29 m²,Quantidade de quartos 1,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-catete-rio-de-janeiro-29m2-id-2823832821/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 9.500/mêsCond. R$ 1.800 • IPTU R$ 600,Tamanho do imóvel 80 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ipanema-rio-de-janeiro-80m2-id-2799889616/?source=ranking%2Crp
"Apartamento para alugar em Lagoa, Rio de Janeiro",R$ 70.000/mêsCond. R$ 8.800 • IPTU R$ 29.243,Tamanho do imóvel 800 m²,Quantidade de quartos 4,Quantidade de banheiros 6,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-lagoa-rio-de-janeiro-800m2-id-2810001022/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 14.500/mêsCond. R$ 5.700 • IPTU R$ 1.249,Tamanho do imóvel 420 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-4-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-420m2-id-2778805668/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 19.000/mêsCond. R$ 5.000 • IPTU R$ 1.920,Tamanho do imóvel 250 m²,Quantidade de quartos 3,Quantidade de banheiros 3,NA,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-3-quartos-barra-da-tijuca-rio-de-janeiro-250m2-id-2809581592/?source=ranking%2Crp
"Apartamento para alugar em Flamengo, Rio de Janeiro",R$ 10.000/mêsCond. R$ 1.600 • IPTU R$ 2.313,Tamanho do imóvel 140 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-flamengo-rio-de-janeiro-140m2-id-2777081337/?source=ranking%2Crp
"Cobertura para alugar em Freguesia (Jacarepaguá), Rio de Janeiro",R$ 3.900/mêsCond. R$ 2.200 • IPTU R$ 660Preço abaixo do mercado,Tamanho do imóvel 230 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-3-quartos-com-churrasqueira-freguesia-jacarepagua-rio-de-janeiro-230m2-id-2815500451/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 9.000/mêsCond. R$ 3.700 • IPTU R$ 697,Tamanho do imóvel 103 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-elevador-leblon-rio-de-janeiro-103m2-id-2817326147/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 12.000/mêsCond. R$ 3.300 • IPTU R$ 960Preço abaixo do mercado,Tamanho do imóvel 247 m²,Quantidade de quartos 4,Quantidade de banheiros 5,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-mobiliado-copacabana-rio-de-janeiro-247m2-id-2741215471/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 26.000/mêsCond. R$ 3.800 • IPTU R$ 1.600,Tamanho do imóvel 360 m²,Quantidade de quartos 4,Quantidade de banheiros 5,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-ar-condicionado-copacabana-rio-de-janeiro-360m2-id-2825681913/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 15.500/mêsCond. R$ 3.500 • IPTU R$ 1.213,Tamanho do imóvel 120 m²,Quantidade de quartos 3,Quantidade de banheiros 5,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-ipanema-rio-de-janeiro-120m2-id-2810722615/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 13.500/mêsCond. R$ 2.115 • IPTU R$ 1.440,Tamanho do imóvel 175 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro-175m2-id-2811928321/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 11.000/mêsCond. R$ 3.018 • IPTU R$ 1.055,Tamanho do imóvel 210 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 4,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-copacabana-rio-de-janeiro-210m2-id-2823484724/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 30.000/mêsCond. R$ 6.904 • IPTU R$ 48.450,Tamanho do imóvel 360 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-ar-condicionado-ipanema-zona-sul-rio-de-janeiro-rj-360m2-id-2827204522/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 40.000/mêsCond. R$ 4.438 • IPTU R$ 3.711,Tamanho do imóvel 280 m²,Quantidade de quartos 4,Quantidade de banheiros 1,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-ar-condicionado-ipanema-zona-sul-rio-de-janeiro-rj-280m2-id-2777117472/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 25.000/mêsCond. R$ 4.300 • IPTU R$ 1.759,Tamanho do imóvel 82 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ipanema-zona-sul-rio-de-janeiro-rj-82m2-id-2820331131/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 4.300/mêsCond. R$ 1.400 • IPTU R$ 160,Tamanho do imóvel 65 m²,Quantidade de quartos 1,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-barra-da-tijuca-rio-de-janeiro-65m2-id-2823230638/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 12.500/mêsCond. R$ 2.288 • IPTU R$ 713,Tamanho do imóvel 139 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-elevador-ipanema-rio-de-janeiro-139m2-id-2795952524/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 19.900/mêsCond. R$ 5.344 • IPTU R$ 748,Tamanho do imóvel 81 m²,Quantidade de quartos 2,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-ipanema-rio-de-janeiro-81m2-id-2643814074/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 25.000/mêsCond. R$ 4.800 • IPTU R$ 17.000,Tamanho do imóvel 480 m²,Quantidade de quartos 6,Quantidade de banheiros 8,Quantidade de vagas de garagem 4,https://www.zapimoveis.com.br/imovel/venda-cobertura-6-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-480m2-id-2570651512/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 11.500/mêsCond. R$ 2.500 • IPTU R$ 1.040,Tamanho do imóvel 400 m²,Quantidade de quartos 4,Quantidade de banheiros 4,NA,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-4-quartos-barra-da-tijuca-rio-de-janeiro-400m2-id-2755761518/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 9.000/mêsCond. R$ 2.230 • IPTU R$ 859,Tamanho do imóvel 207 m²,Quantidade de quartos 4,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-copacabana-rio-de-janeiro-207m2-id-2821610140/?source=ranking%2Crp
"Apartamento para alugar em Lagoa, Rio de Janeiro",R$ 10.500/mêsCond. R$ 2.732 • IPTU R$ 802,Tamanho do imóvel 148 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-armario-embutido-lagoa-rio-de-janeiro-148m2-id-2825180113/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 9.000/mêsCond. R$ 1.539 • IPTU R$ 6.472,Tamanho do imóvel 190 m²,Quantidade de quartos 2,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-copacabana-rio-de-janeiro-190m2-id-2810631021/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 16.000/mêsCond. R$ 2.800 • IPTU R$ 2.200,Tamanho do imóvel 602-603 m²,Quantidade de quartos 2-6,Quantidade de banheiros 8,Quantidade de vagas de garagem 8,
"Apartamento para alugar em Flamengo, Rio de Janeiro",R$ 6.100/mêsCond. R$ 3.200 • IPTU R$ 866Preço abaixo do mercado,Tamanho do imóvel 217 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-churrasqueira-flamengo-rio-de-janeiro-217m2-id-2793527682/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 35.000/mêsCond. R$ 9.400 • IPTU R$ 5.415Preço abaixo do mercado,Tamanho do imóvel 555-580 m²,Quantidade de quartos 3,Quantidade de banheiros 4-7,Quantidade de vagas de garagem 3-4,
"Apartamento para alugar em Lagoa, Rio de Janeiro",R$ 30.000/mêsCond. R$ 3.105 • IPTU R$ 1.250,Tamanho do imóvel 180 m²,Quantidade de quartos 4,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-lagoa-rio-de-janeiro-180m2-id-2821681914/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 10.000/mêsCond. R$ 1.400 • IPTU R$ 411,Tamanho do imóvel 103 m²,Quantidade de quartos 3,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-copacabana-rio-de-janeiro-103m2-id-2810983437/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 16.000/mêsCond. R$ 3.531 • IPTU R$ 1.785Preço abaixo do mercado,Tamanho do imóvel 200 m²,Quantidade de quartos 4,Quantidade de banheiros 6,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-interfone-leblon-rio-de-janeiro-200m2-id-2781903263/?source=ranking%2Crp
"Imóvel para alugar em Copacabana, Rio de Janeiro",R$ 5.000/mêsCond. R$ 750 • IPTU R$ 1.315,Tamanho do imóvel 32 m²,Quantidade de quartos 1,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-studio-1-quarto-com-elevador-copacabana-rio-de-janeiro-32m2-id-2805485175/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 12.550/mêsCond. R$ 2.200 • IPTU R$ 1.260,Tamanho do imóvel 240 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-copacabana-rio-de-janeiro-240m2-id-2808050349/?source=ranking%2Crp
"Apartamento para alugar em Botafogo, Rio de Janeiro",R$ 12.800/mêsCond. R$ 2.700 • IPTU R$ 1.000,Tamanho do imóvel 140 m²,Quantidade de quartos 4,Quantidade de banheiros 3,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-mobiliado-botafogo-rio-de-janeiro-140m2-id-2626665786/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 18.000/mêsCond. R$ 2.922 • IPTU R$ 571,Tamanho do imóvel 130 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-ipanema-rio-de-janeiro-130m2-id-2793271916/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 15.000/mêsCond. R$ 4.800 • IPTU R$ 995,Tamanho do imóvel 195 m²,Quantidade de quartos 4,Quantidade de banheiros 5,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-interfone-ipanema-rio-de-janeiro-195m2-id-2824424024/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 18.000/mêsCond. R$ 3.489 • IPTU R$ 1.584,Tamanho do imóvel 194 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-ipanema-rio-de-janeiro-194m2-id-2826442941/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 9.500/mêsCond. R$ 2.044 • IPTU R$ 529,Tamanho do imóvel 90 m²,Quantidade de quartos 3,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-area-de-servico-leblon-rio-de-janeiro-90m2-id-2791007945/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 13.500/mêsCond. R$ 2.450 • IPTU R$ 530,Tamanho do imóvel 120 m²,Quantidade de quartos 3-4,Quantidade de banheiros 1-3,Quantidade de vagas de garagem 1,
"Apartamento para alugar em Lagoa, Rio de Janeiro",R$ 8.000/mêsCond. R$ 1.750 • IPTU R$ 409,Tamanho do imóvel 113 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-interfone-lagoa-rio-de-janeiro-113m2-id-2764984994/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 30.000/mêsCond. R$ 8.000 • IPTU R$ 2.600,Tamanho do imóvel 300 m²,Quantidade de quartos 4,Quantidade de banheiros 5,Quantidade de vagas de garagem 4,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-300m2-id-79126572/?source=ranking%2Crp
"Apartamento para alugar em Freguesia (Jacarepaguá), Rio de Janeiro",R$ 3.700/mêsCond. R$ 2.200 • IPTU R$ 300,Tamanho do imóvel 153 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-freguesia-jacarepagua-rio-de-janeiro-153m2-id-2775722522/?source=ranking%2Crp
"Apartamento para alugar em Leme, Rio de Janeiro",R$ 8.500/mêsCond. R$ 1.600 • IPTU R$ 621Preço abaixo do mercado,Tamanho do imóvel 158 m²,Quantidade de quartos 4,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-leme-rio-de-janeiro-158m2-id-2826670521/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 5.000/mês,Tamanho do imóvel 66 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-barra-olimpica-rio-de-janeiro-66m2-id-2517267980/?source=ranking%2Crp
"Apartamento para alugar em Santo Cristo, Rio de Janeiro",R$ 5.000/mêsCond. R$ 500,Tamanho do imóvel 44 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-santo-cristo-zona-central-rio-de-janeiro-rj-44m2-id-2817393535/?source=ranking%2Crp
"Apartamento para alugar em Freguesia (Jacarepaguá), Rio de Janeiro",R$ 4.700/mêsCond. R$ 2.400 • IPTU R$ 508,Tamanho do imóvel 189 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-189m2-id-2808085626/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 12.000/mêsCond. R$ 2.045 • IPTU R$ 560,Tamanho do imóvel 95 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-leblon-zona-sul-rio-de-janeiro-rj-95m2-id-2816700961/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 45.000/mêsCond. R$ 8.000 • IPTU R$ 3.000,Tamanho do imóvel 392 m²,Quantidade de quartos 4,Quantidade de banheiros 6,Quantidade de vagas de garagem 4,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-392m2-id-2786416435/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 9.000/mêsCond. R$ 900 • IPTU R$ 255,Tamanho do imóvel 65 m²,Quantidade de quartos 2,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-leblon-rio-de-janeiro-65m2-id-2819803439/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 20.000/mêsCond. R$ 5.000 • IPTU R$ 1.800,Tamanho do imóvel 140-150 m²,Quantidade de quartos 4,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 4.500/mêsCond. R$ 2.112 • IPTU R$ 3.435,Tamanho do imóvel 98 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-barra-da-tijuca-rio-de-janeiro-98m2-id-2815011520/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 10.000/mêsCond. R$ 1.985 • IPTU R$ 851,Tamanho do imóvel 170 m²,Quantidade de quartos 4,Quantidade de banheiros 5,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-varanda-barra-da-tijuca-rio-de-janeiro-170m2-id-2797790952/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 20.000/mêsCond. R$ 3.000 • IPTU R$ 600,Tamanho do imóvel 215 m²,Quantidade de quartos 4,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-mobiliado-copacabana-rio-de-janeiro-215m2-id-2662460255/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 10.000/mêsCond. R$ 1.985 • IPTU R$ 851,Tamanho do imóvel 170 m²,Quantidade de quartos 4,Quantidade de banheiros 5,Quantidade de vagas de garagem 2,
"Apartamento para alugar em Centro, Rio de Janeiro",R$ 3.500/mêsCond. R$ 853 • IPTU R$ 134,Tamanho do imóvel 35 m²,Quantidade de quartos 1,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-centro-rio-de-janeiro-35m2-id-2811470274/?source=ranking%2Crp
